"ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
43695,27,13265,23,0.8450353822,0.9147135566,5001,0.9457968851,1491,2418,5,3,1
43696,30,33693,21,0.7265512266,0.937950938,6819,0.8977425916,479,43443,5.7,4,1
43697,198,40517,38,0.6563965051,0.8634842153,12469,0.8293848501,0,0,9.7,6.3,1
43698,260,100167,74,0.7593232634,0.8693889742,1483,0.7172839506,2703,56445,7,3,1
43699,329,25578,40,0.7570197887,0.9634310139,6708,0.5100429093,0,0,6,4.3,1
43700,45,8608,23,0.7522227988,0.9627029431,1372,0.6565656566,876,13567,3.3,1.7,1
43701,181,22588,25,0.7623384254,0.9603371487,3739,0.9442789363,0,0,5,3,1
43702,84,24344,62,0.790489022,0.9876531148,4356,0.8551537501,395,640,9,5.3,1
43703,41,23013,21,0.701619766,0.834452762,12381,0.9115935451,1469,18370,6,3.3,1
43704,0,801,1,0.4166666667,0.9166666667,550,0.8333333333,1019,28913,1,1,1
43705,3,9394,12,0.7490439438,0.875973439,1000,0.4682539683,114,31667,1,1,1
43706,5,917,1,1,1,667,0.2291666667,1144,43049,1.7,1.7,1
43707,113,33977,87,0.7763906157,1,13492,0.837594697,0,0,0.7,0.7,1
43708,33,13931,8,0.6776556777,0.6257631258,9583,0.7144540904,5408,76411,4.3,2.3,1
43709,56,12587,7,0.8184637068,1,7386,0.9961538462,454,19723,4.7,2,1
43710,15,53290,30,0.6402090308,0.9428901642,20300,0.9115717654,5,6103,9.7,4.3,1
43711,11,9201,4,0.7158730159,0.7222222222,272,1,460,23951,1,1,1
43712,84,6318,6,0.5827160494,0.8987654321,3032,0.7416162998,5099,56114,5,3,1
43713,57,40936,19,0.8033126294,0.9602681652,5458,0.579173169,1919,46435,2,1,1
43714,51,23009,26,0.5967828663,0.8580542265,2942,0.8303030303,297,49752,7.7,3.3,1
43715,67,45949,25,0.8317292224,0.7424589768,3883,0.4148826197,1317,42780,4.7,2.3,1
43716,62,35684,35,0.7992152545,0.9970501475,3958,0.6881192881,0,0,6,3,1
43717,741,64790,424,0.7690385714,0.9980329288,2886,1,0,0,3.7,2.7,1
43718,34,11561,10,0.7204655248,0.9888888889,1734,0.753968254,791,24920,5.7,3.7,1
43719,86,77012,58,0.7503112869,0.4804255475,6242,0.738941822,1178,50537,11,3.7,1
43720,172,76816,40,0.8391511645,0.644537728,1683,0.6581336238,719,19722,0.3,0.3,1
43721,43,15856,31,0.6901548137,0.9788156288,8879,0.9961089494,974,26995,8.7,3.7,1
43722,158,28117,41,0.7799951839,0.8761827002,3844,0.6810875513,3158,25924,3.7,2,1
43723,49,11792,14,0.715912582,1,2108,0.6164274322,171,16667,4.7,4.7,1
43724,128,22780,54,0.7751149545,0.8869894759,25689,0.6708822663,511,16889,19.3,5.3,1
43725,161,72074,91,0.8435493305,0.9674656323,4714,0.912173913,235,40341,11,7.7,1
43726,209,113424,59,0.8261182181,0.7427308507,3347,0.6077139208,13783,111515,2.3,1.3,1
43727,36,33315,32,0.6756258316,0.9721928479,96,1,0,0,5,2,1
43728,7,9153,9,0.725847173,0.7772450374,1214,0.3819444444,12063,171676,10.3,4.3,1
43729,18,28676,24,0.790860735,0.8910610666,7636,0.4284087738,0,0,8.3,5.7,1
43730,14,22470,18,0.8054511278,0.9320772169,1350,0.6577777778,1620,94362,4.7,2,1
43731,24,44576,32,0.7576472236,0.947211974,25925,0.984844895,0,0,7,3.3,1
43732,19,16052,23,0.7067557074,0.9497333955,2308,0.876984127,5798,66256,4.3,2,1
43733,2,5447,3,0.253968254,0.2222222222,1746,0.4003831418,1344,21343,1.7,1.3,1
43734,29,42521,27,0.6612593852,0.7227688672,92,1,0,0,5,1,1
43735,24,25131,14,0.7450828157,0.8922532781,3636,0.8523905724,2,9503,3.3,3,1
43736,103,43077,89,0.7931565906,0.9987373737,3356,0.9645390071,0,0,7.7,3.7,1
43737,5,9179,3,0.6625,0.5166666667,5589,0.4911335578,1797,56440,5,3.3,1
43738,1,4830,3,0.6611111111,0.3888888889,275,0.875,3671,32933,3,1.7,1
43739,34,25150,28,0.8757314803,0.9965635739,2483,0.7569739953,100,9840,6,3,1
43740,169,212380,111,0.7724494078,0.8087358707,500,0.6501831502,2500,150934,10.7,5,1
43741,88,40606,31,0.7186097749,0.8520229577,10183,0.8840666387,382,36180,6,2.3,1
43742,35,20178,9,0.8008684864,0.5357044389,3514,0.6453259384,1595,18359,2.3,1.3,1
43743,129,39938,58,0.9399377183,0.9661434375,7742,0.6896344309,49,80,9,4,1
43744,310,135778,146,0.8123787249,0.8826405393,20292,0.8965842013,0,0,11,4.7,1
43745,658,29884,46,0.864656143,0.9855492072,2725,0.4101542018,0,0,1.3,1.3,1
43746,25,9471,13,0.5883209553,1,688,1,1356,44178,5.3,2.7,1
43747,68,81493,76,0.8115830623,0.9514561891,9253,0.9482970733,0,0,3.7,3,1
43748,28,48327,28,0.8728489238,0.8237401757,2706,0.657866866,71,22840,3.3,2.3,1
43749,58,61003,47,0.812423698,0.987723892,797,0.9359020311,25,40,13.3,5.7,1
43750,25,2171,1,1,1,11753,0.9747858341,1062,55969,10,6.7,1
43751,48,28256,15,0.6661774241,1,794,0.903030303,0,0,5,2.3,1
43752,164,33536,86,0.8263219699,0.9943285725,9253,0.9666666667,0,0,3.3,1,1
43753,0,1266,1,0.5,0.5833333333,1133,0.835978836,10473,106906,4.3,3.7,1
43754,66,40826,45,0.6406589936,0.8155637339,7589,0.5565778035,779,37457,2,1.3,1
43755,441,35705,50,0.7795273627,0.9971988796,5653,0.9946236559,577,936,10,2.7,1
43756,51,42517,33,0.7733755274,0.9465611814,9582,0.8093017445,28,9193,9,5,1
43757,15,4332,16,0.6664428404,0.8733902492,972,0.8876800624,5431,84002,5.7,3,1
43758,8,3036,3,0.3696969697,0.9696969697,1511,0.6934667587,6381,75746,9.3,3,1
43759,12,4215,13,0.8469746274,1,1731,0.9421296296,1229,22222,2,2,1
43760,70,52506,63,0.7546567917,1,658,0.8592592593,0,0,8.7,4.7,1
43761,145,40634,108,0.736342848,0.9210779563,2736,0.6687780773,1999,41778,4.3,2.7,1
43762,12,12537,6,0.8337962963,0.7674382716,1672,0.6611111111,1106,62432,4.3,3,1
43763,3,5446,5,0.7164502165,0.6385281385,519,0.75,716,12276,2.7,1.7,1
43764,78,27471,11,0.6133333333,0.9533333333,8461,0.7664379985,0,0,2.7,1.3,1
43765,134,47181,35,0.7331777155,0.9125972611,6994,0.8436147186,0,0,7.7,4.7,1
43766,2,2196,3,0.9666666667,1,1000,0.9545454545,78,9374,2.3,2,1
43767,130,41433,27,0.6905203312,0.9331131111,1108,0.8740031898,0,0,4.3,1.7,1
43768,25,40282,26,0.8659206081,1,6439,0.9939393939,8241,371661,18.3,8,1
43769,86,33597,24,0.7513217657,0.4361782343,11242,0.1633006522,1093,67060,10,6.7,1
43770,0,0,0,0,0,0,0,588,21970,2.7,1.7,1
43771,84,32440,14,0.8649378399,0.9178710179,7561,0.8737272522,0,0,5.7,1.3,1
43772,172,13089,23,0.7851524602,0.9871621622,3859,0.9993611244,92,9244,6.3,5,1
43773,6,11507,6,0.7687134503,0.5643274854,872,0.7155844156,8783,102056,2.3,1,1
43774,15,20120,17,0.7185058897,0.9263143741,11378,0.9776793222,10966,136769,6.7,3.3,1
43775,28,24711,23,0.6958105647,0.9741651488,6822,0.8737760749,1841,58420,3,1.3,1
43776,141,26108,61,0.7010625415,0.9880367875,7247,0.5913742304,123,200,3.3,2.3,1
43777,24,62566,28,0.7707758045,0.5822978144,481,0.1666666667,4658,78742,9.3,2.7,1
43778,27,40247,22,0.8181973018,0.8865447537,11506,0.8253162662,0,0,5.3,2.7,1
43779,2,3894,4,0.7396825397,0.8396825397,214,0.75,2817,43457,1.7,1.7,1
43780,32,23531,27,0.8371925149,0.921422622,2836,0.4254366155,2,4195,2.7,2,1
43781,54,16629,26,0.6937033616,0.9765442482,8028,0.9544167352,0,0,7,4,1
43782,5,1541,3,0.7777777778,1,467,1,135,13042,5.3,2.3,1
43783,0,29,0,1,1,13317,0.9102887309,0,0,3.3,2.3,1
43784,141,78808,75,0.7848672614,0.8227747805,13036,0.7087287854,54,87,8,4,1
43785,0,1157,2,0.4666666667,0.5861111111,4792,0.4790698256,3194,23333,2.3,2,1
43786,36,12723,13,0.6655011655,0.9531857032,4425,0.9611562782,0,0,2.3,2.3,1
43787,0,831,2,0.6523809524,0.8380952381,2533,0.9881125252,338,19634,6.7,3,1
43788,83,22268,19,0.8012820513,0.8615995116,10292,0.646528749,0,0,5.3,2,1
43789,36,34146,28,0.7209199469,0.8597228365,1417,0.4370140612,0,0,1,0.7,1
43790,13,21189,8,0.7927419355,0.4147849462,522,0.5608465608,0,0,2.7,1.7,1
43791,57,18916,15,0.7359932088,0.9946236559,13674,0.9909806743,0,0,6.3,1.7,1
43792,54,26100,33,0.8020143648,0.9737035523,3050,0.7143640351,0,0,2.7,1.7,1
43793,25,29469,25,0.8010504978,0.8199096902,917,0.52,2742,4446,1.3,1.3,1
43794,27,29876,27,0.9625498141,0.9588546742,4175,0.940684624,7793,87778,6,2.7,1
43795,189,85876,304,0.7218901993,1,347,1,206,12187,4.3,2,1
43796,127,65374,84,0.7536320877,0.9489358036,6589,0.939300008,645,106945,3.7,2.7,1
43797,231,107146,45,0.7274305556,0.99609375,20325,1,5712,48939,6.3,1.7,1
43798,4,3334,3,0.7985347985,0.4642857143,1208,0.6055555556,1915,26153,1.7,1.7,1
43799,3,3636,2,1,0.8666666667,1550,0.8109040718,6025,102512,3.7,1.3,1
43800,0,666,2,0.3737373737,1,839,1,1609,84740,3.7,2.7,1
43801,23,9338,8,0.7011111111,0.9177777778,1917,0.9256944444,835,41329,2.7,1.7,1
43802,47,27589,23,0.803552492,0.80916169,2813,0.8334016393,470,28317,2.7,1.3,1
43803,22,6877,9,0.8002048131,1,12239,0.9896907216,1407,22630,3.3,2,1
43804,198,96436,65,0.7802460986,0.8260516889,7667,0.8573310032,389,34439,10,6.3,1
43805,116,47059,83,0.9336325823,0.9407986111,19069,0.8305367529,1219,30547,3.7,2,1
43806,53,30494,32,0.8105138607,1,2872,0.6855799373,0,0,3.3,2,1
43807,133,8900,23,0.729429387,0.8218442186,15806,0.7052379459,13961,22639,7,5,1
43808,127,216758,99,0.7776368775,0.6434202471,15375,0.6633510198,0,0,13,4,1
43809,45,43128,28,0.8183266523,0.9964539007,4411,0.952938625,68,110,3.3,2.3,1
43810,74,34310,43,0.9583333333,0.6097813875,217,0.1481481481,3377,5476,4.7,4,1
43811,52,41930,53,0.8243234452,0.6888823836,2942,0.452962963,0,0,1.3,1,1
43812,23,15252,12,0.7560606061,1,8236,0.9446229087,4771,105668,7.7,4.3,1
43813,80,103776,43,0.7495522996,1,26767,0.9989680083,0,0,8,6,1
43814,153,12721,16,0.6374449004,0.970334904,7219,0.8434038015,958,65194,8.3,5,1
43815,16,9885,8,0.7036285779,0.9885057471,16214,0.8437517219,3193,132164,18,5.3,1
43816,57,32423,9,0.6171171171,1,2653,1,206,30555,5.7,1.3,1
43817,23,21623,16,0.7761729692,0.825620526,15239,0.6158747388,442,25530,7,4.3,1
43818,0,3744,1,0.75,1,158,1,1418,55383,1.7,1.7,1
43819,10,8898,3,0.5333333333,0.85,5433,1,1,2080,1.7,1,1
43820,19,25325,27,0.7297509244,0.2957115851,953,0.3611111111,0,0,8,3,1
43821,445,34315,40,0.7555993432,0.9983579639,7444,0.8706667718,95,11289,8,2.7,1
43822,146,43855,67,0.7953927776,0.9813983578,8658,0.4854212055,197,320,7,2.3,1
43823,7,13872,13,0.7337635254,0.7953727537,5239,0.7104020979,4176,67780,5,2.3,1
43824,125,40753,26,0.6158277936,0.9646090535,2464,0.9335664336,680,41093,4.7,2,1
43825,7,8669,6,0.5235697941,0.9214340198,0,0,136,23297,1.3,1,1
43826,169,73340,33,0.7864950879,0.757549148,733,0.6333333333,538,30041,2.7,1,1
43827,152,41209,55,0.701131667,0.9801468294,4647,0.8114094913,290,4564,6.3,3,1
43828,204,82482,54,0.7708149187,0.9540875377,6589,0.8316049383,0,0,3.7,1.3,1
43829,16,13132,11,0.8281746032,0.491005291,521,0.1759259259,3029,59912,5.7,6.3,1
43830,30,42616,14,0.7082333375,0.7634415393,4147,0.7885090218,12,20,6,3.7,1
43831,0,0,0,0,0,0,0,6269,150141,5,1.7,1
43832,1,2904,5,0.5418470418,0.9841269841,79,1,3314,50465,1.3,0.7,1
43833,49,5365,10,0.8047619048,1,11731,1,105,8334,3.7,2.7,1
43834,51,61515,27,0.6773791926,0.8042102207,1225,0.8231884058,1214,44342,2.7,1.7,1
43835,10,5991,2,0.9523809524,0.8095238095,96,1,1191,35254,1.3,1,1
43836,36,8173,5,0.7752525253,1,10292,0.9916616131,0,0,9.3,3,1
43837,102,19524,14,0.697296467,0.9761904762,6019,0.6242682432,0,0,2.7,2.3,1
43838,7,5840,6,0.7451690821,0.7781803543,1356,0.8464052288,4420,35306,2.7,1.3,1
43839,2,3090,2,0.8727272727,0.7919191919,96,1,14016,160483,4.7,2,1
43840,51,25350,34,0.7044039818,0.8756674143,8131,0.9495111158,184,299,9.7,5.3,1
43841,35,23437,23,0.9613601186,0.9758180982,1022,0.3354037267,840,34999,1.7,1,1
43842,3,9196,6,0.7102272727,0.6837121212,4797,0.5197008547,5597,64467,5.3,3.3,1
43843,66,38744,39,0.8721360265,0.9093140125,4472,0.9086055255,6377,55389,7,3,1
43844,91,40523,62,0.8024785092,0.9394285142,7883,0.7062161247,681,26949,5.7,2.3,1
43845,387,90776,119,0.7844200504,0.9820468135,1092,0.912037037,855,8333,3.7,1.7,1
43846,24,20293,16,0.874379085,0.9916666667,3308,0.9821428571,8,1667,4,1.7,1
43847,8,13996,22,0.774353289,0.8643015521,3556,0.8760026228,1205,31267,1,1,1
43848,85,55042,80,0.8700273766,0.6631950345,2936,0.6288164666,3141,83263,6,2.3,1
43849,21,39571,20,0.8397082971,1,1683,1,62,100,5.3,3.7,1
43850,511,42180,61,0.8321402826,0.9987325729,1856,0.4748216454,0,0,8,5,1
43851,164,18595,52,0.9281664758,0.9837092732,5528,0.5489727083,3440,33785,7.7,4.7,1
43852,66,28431,25,0.6629831611,0.9916666667,278,0.7777777778,62,18911,5.7,3.7,1
43853,192,29643,63,0.8318564799,1,22532,0.9965879575,73,3537,13.7,8.7,1
43854,369,38154,70,0.7773783359,0.9826350369,7006,0.9785327387,3490,43663,9.3,4.3,1
43855,79,55673,55,0.8243442413,0.9229595651,8117,0.9639616271,5350,85045,9.3,8,1
43856,127,87817,53,0.9067963102,0.8913995339,5519,0.8292743161,2838,51596,5.3,1.7,1
43857,17,26740,22,0.6691101818,0.8682316736,4969,0.6814302706,5672,72937,5.3,3.7,1
43858,258,14977,34,0.6297607342,1,1683,0.8091882443,19,6555,8,4.7,1
43859,88,44283,42,0.7716928717,0.984925618,21947,0.7027779581,0,0,9.3,2.3,1
43860,407,111397,149,0.815722246,0.9796381791,3044,0.8486024845,3692,182238,4.7,4,1
43861,226,12572,53,0.8444099565,1,85,1,3030,31289,2.7,2,1
43862,109,58560,78,0.8334534918,0.9830138067,3089,0.9696342305,140,17560,3.7,3,1
43863,0,0,0,0,0,0,0,3762,86113,5.3,3.7,1
43864,67,29845,14,0.7276904263,0.9490740741,67,0.25,66,24178,2.3,2,1
43865,123,6257,10,0.4662068966,0.9275862069,3003,0.7563019576,7684,67389,7.7,4.3,1
43866,36,24419,21,0.7973019716,0.8500980053,18742,0.7631316031,0,0,6.3,5,1
43867,225,294985,287,0.7259703037,0.7860091747,88931,0.7833942145,2046,45418,20,4.3,1
43868,30,16145,15,0.8673469388,0.9797278912,6508,0.9900990099,33,6271,4,2.3,1
43869,112,67698,28,0.818562436,0.7679219734,10125,0.5375120897,0,0,6.3,3,1
43870,4,7597,10,0.8435897436,0.7660968661,1047,0.2642857143,2338,51767,3.3,2.3,1
43871,141,19522,45,0.7130547023,0.8281289518,3853,0.171011532,8325,13500,5.3,2.7,1
43872,34,9137,26,0.7631298685,0.9642509389,15368,0.9830197996,10,1865,7.3,5.7,1
43873,1,2977,1,0.6428571429,0.380952381,992,0.3275613276,968,62322,2.3,1.7,1
43874,29,7107,4,0.7380952381,0.8928571429,12878,0.7937910291,3793,43458,4,2.7,1
43875,27,9087,5,0.6965811966,0.9848484848,975,0.8225806452,1389,31207,3,2.3,1
43876,44,25673,38,0.9099776808,0.9872183372,2600,1,0,0,4.7,4,1
43877,739,25351,57,0.7588462536,1,1508,0.9934640523,173,1141,3,2.3,1
43878,184,98129,137,0.8037441852,0.9992559524,15803,0.992989183,0,0,21,19.7,1
43879,14,4514,11,0.7555555556,1,1408,1,2207,26727,5,3.7,1
43880,57,11299,21,0.7893278651,1,6189,0.9943502825,762,22089,4,3,1
43881,170,74556,71,0.7924618016,0.9861160605,406,1,0,0,4.7,1.7,1
43882,1,1228,1,0.7083333333,0.5833333333,408,0.8,6472,55538,2.3,1.7,1
43883,80,46002,24,0.813793573,0.6876361656,1228,0.5460526316,315,27,2.7,1.7,1
43884,9,22188,16,0.7608824821,0.9638197835,3581,0.8760760761,0,0,2.3,2.3,1
43885,54,95906,47,0.9075605897,0.8617566382,1242,0.4555555556,1133,34615,3.7,3,1
43886,23,9986,6,0.7359307359,0.980952381,1206,0.7994227994,3516,38878,3,2.3,1
43887,35,22587,22,0.7125444609,0.9850187266,0,0,7,14463,3.7,2.3,1
43888,84,12177,5,0.7571470675,0.9743589744,886,1,0,0,1.3,1,1
43889,58,47685,23,0.8715091211,0.791708126,692,0.6185185185,0,0,0.7,0.7,1
43890,9,429,1,1,1,604,1,1458,36926,5,2.7,1
43891,8,11766,3,0.9285714286,0.5571428571,656,0.6902356902,4532,69060,1.7,1,1
43892,16,35669,32,0.7495385151,0.9699599466,2233,0.9473684211,809,42176,3,1.7,1
43893,14,23716,13,0.8368347339,0.8338861861,12389,0.7143671117,352,64034,13,5,1
43894,2,2245,4,0.9188034188,1,3079,1,6351,47443,1.7,1,1
43895,83,42209,39,0.719751167,1,5186,1,0,0,5.7,3,1
43896,82,21875,35,0.8089091681,0.9776688453,7556,0.9837301587,1603,57160,4,2.3,1
43897,61,43994,51,0.8118322071,0.9876181167,14769,0.9973856209,0,0,4.7,2,1
43898,12,23593,21,0.6526904263,0.61453529,4389,0.650462963,0,0,5.3,2.7,1
43899,695,33820,91,0.7090139141,1,6117,0.9177430756,2938,4764,13,3.7,1
43900,536,52087,111,0.7324935242,1,21792,0.9894118738,0,0,19,2.3,1
43901,20,9339,11,0.8140838207,1,9044,1,1040,54748,1.7,0.7,1
43902,606,13832,69,0.6696060336,0.9944076983,3186,0.9933497537,822,20223,7.3,5.7,1
43903,1,4190,5,0.8567251462,0.8863636364,233,0.8333333333,1068,25000,1.3,1.3,1
43904,917,52355,59,0.7005464468,0.9769373533,29298,0.9925053795,65,14111,8.7,3,1
43905,407,115491,169,0.8662476679,0.9789690874,3883,0.8642241379,0,0,6.7,5,1
43906,128,58206,38,0.7943805875,0.7381864623,3094,0.6812546981,149,34789,6,4,1
43907,399,111520,118,0.7172450404,0.941266615,4644,0.8111111111,0,0,7,4.7,1
43908,600,34598,42,0.7495330126,0.8938157199,2750,0.9976689977,0,0,3.7,1.7,1
43909,125,53829,46,0.7246166263,0.8347714432,3325,0.6100891862,2243,101659,7.7,3.7,1
43910,141,47088,111,0.7662052613,1,5100,1,0,0,19.3,11.3,1
43911,9,2252,3,0.6111111111,0.6031746032,1411,0.4843304843,677,27679,4.3,2.7,1
43912,125,21632,28,0.8298188263,0.9576624645,781,0.8320147381,1501,41540,5,2.3,1
43913,30,48564,44,0.8031408264,0.9898123055,6567,0.976744186,0,0,15,2.3,1
43914,60,13404,22,0.7439048469,1,111,0.9901960784,3681,46628,3.7,2.7,1
43915,182,39317,98,0.9017954461,0.988033509,10884,0.8520368091,636,28026,12.3,6,1
43916,64,38017,60,0.756906393,0.9644699641,514,0.4595959596,0,0,4.3,1.7,1
43917,7,11890,8,0.8272113943,0.3338830585,5544,0.7811753464,221,23334,1.7,1.3,1
43918,108,23647,74,0.7963417238,0.939034219,10033,0.457521798,32,10781,6.3,3.7,1
43919,4,9691,12,0.831708126,0.9667661692,4272,0.9897331666,13217,129427,8,4.7,1
43920,22,20343,18,0.8068221523,1,983,0.5615995116,8,16455,4.3,3.7,1
43921,62,23358,21,0.7337042639,0.8674793527,29381,0.3226137557,49,80,14.3,9,1
43922,51,16350,15,0.4921568627,0.9743315508,5700,0.8239680767,331,4835,4.3,2.3,1
43923,14,14077,17,0.8979341737,1,2297,1,174,7354,2.3,1.7,1
43924,44,23790,33,0.7963840551,0.8607480445,3791,0.4506889548,974,42222,5,2,1
43925,90,5074,3,0.9052287582,1,408,0.6687830688,180,12709,1.3,1.3,1
43926,451,145774,194,0.7232055338,0.9544374742,22850,0.9485593588,0,0,9.3,4.3,1
43927,9,18547,12,0.6905723906,0.7467340067,7942,0.6607185499,4383,68932,4.3,2.3,1
43928,87,38421,50,0.7859319934,0.9106322971,1639,0.962962963,1270,2060,3,2,1
43929,377,47251,160,0.7251928519,0.9720157105,18106,0.9442399725,0,0,9,2.3,1
43930,51,35658,12,0.8098290598,1,8750,1,0,0,6.3,2,1
43931,7,3421,2,0.9047619048,0.5674603175,353,0.8571428571,4668,67214,1.3,1,1
43932,26,31283,21,0.7126092039,0.9765873016,2586,0.6221459882,276,14519,5.7,3,1
43933,10,9226,9,1,0.9833333333,803,0.8820512821,587,45154,3.3,2.3,1
43934,116,16592,17,0.8916053922,0.9947916667,3181,0.9428571429,1,2391,3,1.7,1
43935,69,27482,24,0.7312368973,0.9861111111,3592,0.7922619048,0,0,2.3,2,1
43936,383,71091,118,0.6795184891,0.9096582253,7336,0.5096298438,148,240,20.7,11.3,1
43937,33,21511,25,0.8955696451,1,2894,0.902014652,12,20,2,1.7,1
43938,135,33387,35,0.7738927739,0.9671328671,13811,0.7854510894,0,0,2,1.3,1
43939,75,12213,18,0.8374943,1,6312,0.9256944444,127,3560,4,2.3,1
43940,153,135281,67,0.7272886144,0.9950617284,8019,1,0,0,6.3,4.7,1
43941,100,47208,51,0.9141248606,0.9584896746,3964,0.6521353799,1494,31940,4.3,2,1
43942,332,31596,35,0.8217460317,0.9406349206,4650,0.5485085961,0,0,5.7,3.3,1
43943,56,32901,24,0.7015414356,0.7540552551,2114,0.8933551198,494,9672,4.7,2.7,1
43944,8,6720,5,0.6343101343,0.9829059829,1828,0.8906485671,359,36764,4.3,2.3,1
43945,55,18061,6,0.7081592871,0.7458925091,1186,0.5214285714,63,5951,3,1.3,1
43946,24,8225,16,0.9033737562,1,1042,1,8318,145089,5,2.3,1
43947,79,28325,32,0.7664485194,0.9851465474,23617,0.9802545883,885,33334,6.3,5.3,1
43948,22,7441,5,0.8179012346,0.9583333333,1472,0.7656862745,2002,28334,4.3,2.3,1
43949,33,18140,10,0.67467582,0.7336956522,3636,0.6976926523,1902,56255,4,3,1
43950,16,0,7,0.7032967033,1,1183,0.981481963,625,50832,0.7,1,1
43951,31,19366,14,0.6407685881,0.9683932052,4636,0.9286758774,1859,41876,5.7,2.7,1
43952,29,20095,9,0.8081656905,0.7897886427,2350,0.4856284856,0,0,3.3,2.3,1
43953,0,694,1,0.375,0.5,411,1,2264,33998,2,1.3,1
43954,38,55000,29,0.912033967,1,4889,1,12,20,4,3,1
43955,79,23806,13,0.5672827345,0.9126090628,11131,0.6775397571,1,2815,12,6,1
43956,7,16149,6,0.7513825324,0.5803299008,3972,0.509273183,0,0,2,1.3,1
43957,1,1821,3,0.6917989418,0.6931216931,31331,0.7102137996,1,17414,5,3.7,1
43958,133,21994,57,0.761101902,0.9350754834,13322,0.5800900929,1286,2085,8,5,1
43959,21,22110,15,0.7320297271,1,6908,0.9907936508,542,16667,2,2,1
43960,11,7718,11,0.4192769207,0.982000935,3378,0.8629976581,176,7938,3,1.3,1
43961,19,39923,22,0.751456861,0.4718901111,1353,0.7832988268,613,21111,1.7,1,1
43962,12,615,13,0.7667670494,0.9184390489,3633,0.8266742338,2411,28762,4,4.3,1
43963,16,14917,16,0.8526481715,0.9935897436,7289,0.9561464372,1381,56553,2.3,1.7,1
43964,52,35590,18,0.7831323378,0.8747601304,7986,0.7514522315,0,0,4.3,4,1
43965,11,16765,22,0.7282608696,0.8733949911,5519,0.844546851,1580,45709,4.3,3.7,1
43966,6,11487,4,1,1,8065,0.6896699974,439,29883,1.7,1.3,1
43967,502,33059,22,0.7535547786,0.9878787879,2808,0.4030739161,12,20,6.3,2,1
43968,8,16386,18,0.6145186394,0.505392105,15594,0.6891688519,0,0,5.7,1,1
43969,8,4168,5,0.8319444444,0.9277777778,200,0.6666666667,8519,41346,2,1.7,1
43970,90,83281,39,0.7175388653,0.8074080128,8733,0.5326955422,2,12377,17.3,9.7,1
43971,32,27769,16,0.952350666,0.7228013568,4508,0.3574879227,1367,81687,8,3,1
43972,19,10709,22,0.735,0.9972222222,12478,0.9991791241,0,0,6.3,5,1
43973,110,7279,11,0.818220339,0.9916666667,5008,0.8687514449,642,25777,6.7,3,1
43974,40,18418,17,0.7823089046,0.9722222222,2264,0.9837398374,356,28310,5.3,5.7,1
43975,73,41760,78,0.8053631036,0.8899482086,6883,0.7242672326,1,3950,7.3,4.7,1
43976,51,23022,26,0.8693531805,0.5131126672,4539,0.634952637,3957,61520,3.7,2.3,1
43977,11,17121,10,0.6601851852,0.7564814815,15000,0.497119336,1268,68385,8.7,5,1
43978,4,2961,4,0.6632996633,0.8434343434,844,0.3769230769,770,23264,2.3,1.7,1
43979,27,14662,19,0.7418074757,0.9841269841,2386,0.8722109533,1026,39311,3,1.3,1
43980,87,14701,25,0.8908645636,0.9891598916,15856,0.9835339129,1314,22298,11,8,1
43981,0,415,1,0.5,0.8333333333,561,0.7888888889,1815,25068,1.7,1.7,1
43982,297,19526,151,0.7997995504,0.9993141289,1600,1,1039,18239,3.7,2.7,1
43983,123,37655,46,0.7293637273,0.9853249476,3694,0.9925925926,12,2893,1.3,1,1
43984,62,102215,46,0.7739968365,0.6808931809,222,1,0,0,1.7,1.3,1
43985,2,1405,3,0.4642857143,1,532,0.9642857143,2809,117480,1.3,1,1
43986,10,5096,5,0.7239057239,0.8653198653,342,0.8055555556,0,0,1,0.7,1
43987,36,20596,23,0.7104049735,0.9616894905,1867,0.9548148148,1034,44722,2.3,2,1
43988,184,37321,43,0.69143598,0.9651034062,1186,0.2537984208,0,0,5,1.7,1
43989,5,1195,1,0.8888888889,0.4444444444,1731,0.8385321101,4214,73065,3,3.3,1
43990,83,11715,29,0.8569818265,0.9851161721,2817,0.7438949939,1042,14108,1.3,1.3,1
43991,30,29036,30,0.8528233409,0.5084645236,9622,0.2245272254,43,11113,3.3,2.3,1
43992,98,67379,68,0.7555957498,0.9755042548,33754,0.9080993126,908,143977,3.3,2,1
43993,39,34038,41,0.6894098884,0.7977809676,14631,0.5666195116,12,20,10.3,6.3,1
43994,0,1185,3,0.6031746032,0.9682539683,458,0,8408,136863,6.3,1.3,1
43995,123,37195,27,0.7202423622,0.9593022997,8844,0.9424120888,970,8333,2,1.3,1
43996,3,5799,6,0.8183760684,0.9743589744,1303,0.8333333333,400,26459,3,3.3,1
43997,26,65406,32,0.7384920635,0.5613035113,7408,0.3724799891,938,1521,3.7,1.7,1
43998,23,8005,5,0.9227272727,1,2958,0.8044642023,3068,37065,3.3,2.3,1
43999,31,11254,11,0.8837438424,0.9732348112,146,0.75,2,6654,1.3,1.3,1
44000,52,52616,26,0.6587301587,0.7966742252,31447,0.7443806167,43,33529,7.7,3.3,1
44001,56,60806,32,0.762710867,0.724969858,7833,0.5626037508,0,0,9.7,4.7,1
